Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
2304,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Carlavirus,,Yam latent virus,0,ssRNA(+),"New,",32,2017.021P.A.v3.Alpha-Betaflexiviridae_14sp.zip,ICTVonline=20185642
2305,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Apple stem pitting virus,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182283
2306,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Apricot latent virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182284
2307,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Asian prunus virus 1,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182285
2308,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Asian prunus virus 2,0,ssRNA(+),"New,",32,2017.021P.A.v3.Alpha-Betaflexiviridae_14sp.zip,ICTVonline=20185643
2309,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Grapevine rupestris stem pitting-associated virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182286
2310,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Peach chlorotic mottle virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182287
2311,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Rubus canadensis virus 1,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182288
2312,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,African oil palm ringspot virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182290
2313,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry green ring mottle virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182291
2314,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry necrotic rusty mottle virus,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182292
2315,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry rusty mottle associated virus,0,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182293
2316,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry twisted leaf associated virus,0,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182294
2317,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Banana mild mosaic virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182296
2318,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Banana virus X,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182297
2319,,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Sugarcane striate mosaic-associated virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182298
2320,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Apple stem grooving virus,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182301
2321,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Cherry virus A,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182302
2322,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Chordovirus,,Carrot Ch virus 1,1,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182304
2323,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Chordovirus,,Carrot Ch virus 2,0,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182305
2324,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Citrivirus,,Citrus leaf blotch virus,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182307
2325,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Diuris virus A,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182309
2326,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Diuris virus B,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182310
2327,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Hardenbergia virus A,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182311
2328,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Prunevirus,,Apricot vein clearing associated virus,1,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182313
2329,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Prunevirus,,Caucasus prunus virus,0,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182314
2330,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Tepovirus,,Potato virus T,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182316
2331,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Tepovirus,,Prunus virus T,0,ssRNA(+),"New,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182317
2332,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Apple chlorotic leaf spot virus,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182319
2333,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Apricot pseudo-chlorotic leaf spot virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182320
2334,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Cherry mottle leaf virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182321
2335,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Grapevine berry inner necrosis virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182322
2336,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Grapevine Pinot gris virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182323
2337,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Peach mosaic virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182324
2338,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Phlomis mottle virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182325
2339,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Actinidia virus A,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182327
2340,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Actinidia virus B,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182328
2341,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Arracacha virus V,0,ssRNA(+),"New,",32,2017.021P.A.v3.Alpha-Betaflexiviridae_14sp.zip,ICTVonline=20185644
2342,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus A,1,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182329
2343,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus B,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182330
2344,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus D,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182331
2345,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus E,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182332
2346,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus F,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182333
2347,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Heracleum latent virus,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182334
2348,,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Mint virus 2,0,ssRNA(+),"Moved,",30,2015.011a-adP.A.v2.Betaflexiviridae_rev.pdf,ICTVonline=20182335
2349,,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Fusarium deltaflexivirus 1,0,ssRNA(+),"New,",32,2017.020P.A.v1.Deltaflexiviridae.zip,ICTVonline=20185645
2350,,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Sclerotinia deltaflexivirus 1,1,ssRNA(+),"New,",32,2017.020P.A.v1.Deltaflexiviridae.zip,ICTVonline=20185646
2351,,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Soybean-associated deltaflexivirus 1,0,ssRNA(+),"New,",32,2017.020P.A.v1.Deltaflexiviridae.zip,ICTVonline=20185647
2352,,,,,,,,,Tymovirales,,Gammaflexiviridae,,Mycoflexivirus,,Botrytis virus F,1,ssRNA(+),"New,Assigned as Type Species,",25,2007.006-009P.Mycoflexivirus.pdf,ICTVonline=20182340
2353,,,,,,,,,Tymovirales,,Tymoviridae,,Maculavirus,,Grapevine fleck virus,1,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182344
2354,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Bermuda grass etched-line virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182346
2355,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Blackberry virus S,0,ssRNA(+),"New,",26,2010.007aP.A.v1.Marafivirus-sp_BlVS.pdf,ICTVonline=20182347
2356,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Citrus sudden death-associated virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182348
2357,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Grapevine asteroid mosaic associated virus,0,ssRNA(+),"New,",32,2017.019P.A.v1.Marafivirus_2sp.zip,ICTVonline=20185650
2358,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Grapevine Syrah virus 1,0,ssRNA(+),"New,",26,2010.008aP.A.v1.Marafivirus-sp_GSyV-1.pdf,ICTVonline=20182349
2359,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Maize rayado fino virus,1,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182350
2360,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Nectarine marafivirus M,0,ssRNA(+),"New,",31,"2016.022a,bP.A.v1.Tymoviridae_2sp.pdf",ICTVonline=20182351
2361,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Oat blue dwarf virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182352
2362,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Olive latent virus 3,0,ssRNA(+),"New,",26,2011.014aP.A.v1.Marafivirus_1sp.pdf,ICTVonline=20182353
2363,,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Peach marafivirus D,0,ssRNA(+),"New,",32,2017.019P.A.v1.Marafivirus_2sp.zip,ICTVonline=20185651
2364,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Anagyris vein yellowing virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182355
2365,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Andean potato latent virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182356
2366,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Andean potato mild mosaic virus,0,ssRNA(+),"New,",28,2013.013aP.A.v2.Tymovirus_sp.pdf,ICTVonline=20182357
2367,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Belladonna mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182358
2368,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Cacao yellow mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182359
2369,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Calopogonium yellow vein virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182360
2370,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Chayote mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182361
2371,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Chiltepin yellow mosaic virus,0,ssRNA(+),"New,",26,2010.019aP.A.v1.Tymovirus_1sp.pdf,ICTVonline=20182362
2372,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Clitoria yellow vein virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182363
2373,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Desmodium yellow mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182364
2374,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Dulcamara mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182365
2375,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Eggplant mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182366
2376,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Erysimum latent virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182367
2377,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Kennedya yellow mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182368
2378,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Melon rugose mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182369
2379,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Nemesia ring necrosis virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182370
2380,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Okra mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182371
2381,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Ononis yellow mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182372
2382,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Passion fruit yellow mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182373
2383,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Peanut yellow mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182374
2384,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Petunia vein banding virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182375
2385,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Physalis mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182376
2386,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Plantago mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182377
2387,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Scrophularia mottle virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182378
2388,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Tomato blistering mosaic tymovirus,0,ssRNA(+),"New,",31,"2016.022a,bP.A.v1.Tymoviridae_2sp.pdf",ICTVonline=20182379
2389,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Turnip yellow mosaic virus,1,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182380
2390,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Voandzeia necrotic mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182381
2391,,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Wild cucumber mosaic virus,0,ssRNA(+),"Moved,",25,2007.027a-fP.v2.Tymovirales.pdf,ICTVonline=20182382
2392,,,,,,,,,Tymovirales,,Tymoviridae,,,,Bombyx mori latent virus,0,ssRNA(+),"New,",26,2010.006aP.A.v2.Tymoviridae-sp.pdf,ICTVonline=20182384
2393,,,,,,,,,Tymovirales,,Tymoviridae,,,,Poinsettia mosaic virus,0,ssRNA(+),"New,",26,2010.012aP.A.v1.Tymoviridae-sp.pdf,ICTVonline=20182385
2394,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Bovine atadenovirus D,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182390
2395,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Deer atadenovirus A,0,dsDNA,"New,",32,2017.016D.A.v1.Adenoviridae_4sp.zip,ICTVonline=20185652
2396,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Duck atadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182391
2397,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Lizard atadenovirus A,0,dsDNA,"New,",31,2016.002aD.A.v1.Atadenovirus_2sp.pdf,ICTVonline=20182392
2398,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Ovine atadenovirus D,1,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182393
2399,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Possum atadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182394
2400,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Psittacine atadenovirus A,0,dsDNA,"New,",31,2016.002aD.A.v1.Atadenovirus_2sp.pdf,ICTVonline=20182395
2401,,,,,,,,,,,Adenoviridae,,Atadenovirus,,Snake atadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182396
2402,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Duck aviadenovirus B,0,dsDNA,"New,",30,2015.005aD.A.v2.Aviadenovirus_4sp.pdf,ICTVonline=20182398
2403,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Falcon aviadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182399
2404,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Fowl aviadenovirus A,1,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182400
2405,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Fowl aviadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182401
2406,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Fowl aviadenovirus C,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182402
2407,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Fowl aviadenovirus D,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182403
2408,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Fowl aviadenovirus E,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182404
2409,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Goose aviadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182405
2410,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Pigeon aviadenovirus A,0,dsDNA,"New,",30,2015.005aD.A.v2.Aviadenovirus_4sp.pdf,ICTVonline=20182406
2411,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Pigeon aviadenovirus B,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185653
2412,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Psittacine aviadenovirus B,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185654
2413,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Turkey aviadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182407
2414,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Turkey aviadenovirus C,0,dsDNA,"New,",30,2015.005aD.A.v2.Aviadenovirus_4sp.pdf,ICTVonline=20182408
2415,,,,,,,,,,,Adenoviridae,,Aviadenovirus,,Turkey aviadenovirus D,0,dsDNA,"New,",30,2015.005aD.A.v2.Aviadenovirus_4sp.pdf,ICTVonline=20182409
2416,,,,,,,,,,,Adenoviridae,,Ichtadenovirus,,Sturgeon ichtadenovirus A,1,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182411
2417,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182413
2418,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182414
2419,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus C,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185655
2420,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus D,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185656
2421,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus E,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185657
2422,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus F,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185658
2423,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bat mastadenovirus G,0,dsDNA,"New,",32,2017.014D.A.v1.Adenoviridae_8sp.zip,ICTVonline=20185659
2424,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bovine mastadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182415
2425,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bovine mastadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182416
2426,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Bovine mastadenovirus C,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182417
2427,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Canine mastadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182418
2428,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Deer mastadenovirus B,0,dsDNA,"New,",32,2017.016D.A.v1.Adenoviridae_4sp.zip,ICTVonline=20185660
2429,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Dolphin mastadenovirus A,0,dsDNA,"New,",31,2016.010aD.A.v1.Mastadenovirus_9sp.pdf,ICTVonline=20182419
2430,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Dolphin mastadenovirus B,0,dsDNA,"New,",32,2017.016D.A.v1.Adenoviridae_4sp.zip,ICTVonline=20185661
2431,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Equine mastadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182420
2432,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Equine mastadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182421
2433,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Human mastadenovirus A,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182422
2434,,,,,,,,,,,Adenoviridae,,Mastadenovirus,,Human mastadenovirus B,0,dsDNA,"Renamed,",28,2013.003aV.A.v1.Adenoviridae_spren.pdf,ICTVonline=20182423
